macro_domain,task_type,metric,contrast_name,variant_a,variant_b,mean_a,mean_b,diff_a_minus_b,higher_is_better
education,synthesis_sensitive,fanout_query_diversity,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,4.58,3.58,1.00,true
education,synthesis_sensitive,fanout_query_diversity,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.42,3.58,0.83,true
education,synthesis_sensitive,fanout_query_diversity,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.42,3.58,0.83,true
education,synthesis_sensitive,fanout_query_diversity,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.42,4.58,-0.17,true
education,synthesis_sensitive,fanout_query_diversity,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.72,4.42,0.31,true
education,synthesis_sensitive,fanout_query_specificity,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,3.56,3.47,0.08,true
education,synthesis_sensitive,fanout_query_specificity,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,4.89,3.47,1.42,true
education,synthesis_sensitive,fanout_query_specificity,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.89,3.47,1.42,true
education,synthesis_sensitive,fanout_query_specificity,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.89,3.56,1.33,true
education,synthesis_sensitive,fanout_query_specificity,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.89,4.89,0.00,true
education,synthesis_sensitive,fanout_query_specificity,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.58,4.89,-0.31,true
education,synthesis_sensitive,fanout_search_realism,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.94,4.86,0.08,true
education,synthesis_sensitive,fanout_search_realism,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,4.92,4.86,0.06,true
education,synthesis_sensitive,fanout_search_realism,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.78,4.86,-0.08,true
education,synthesis_sensitive,fanout_search_realism,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.78,4.94,-0.17,true
education,synthesis_sensitive,fanout_search_realism,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.78,4.92,-0.14,true
education,synthesis_sensitive,fanout_search_realism,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.58,4.78,-0.19,true
education,synthesis_sensitive,final_actionability_without_overclaiming,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.83,4.11,0.72,true
education,synthesis_sensitive,final_actionability_without_overclaiming,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,4.11,4.11,0.00,true
education,synthesis_sensitive,final_actionability_without_overclaiming,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.81,4.11,0.69,true
education,synthesis_sensitive,final_actionability_without_overclaiming,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.81,4.83,-0.03,true
education,synthesis_sensitive,final_actionability_without_overclaiming,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.81,4.11,0.69,true
education,synthesis_sensitive,final_actionability_without_overclaiming,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.92,4.81,0.11,true
education,synthesis_sensitive,final_citation_support,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.06,1.03,0.03,true
education,synthesis_sensitive,final_citation_support,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,1.03,1.03,0.00,true
education,synthesis_sensitive,final_citation_support,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,1.03,1.03,0.00,true
education,synthesis_sensitive,final_citation_support,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,1.03,1.06,-0.03,true
education,synthesis_sensitive,final_citation_support,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,1.03,1.03,0.00,true
education,synthesis_sensitive,final_citation_support,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.03,1.03,0.00,true
education,synthesis_sensitive,final_contradiction_with_evidence,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.03,1.00,0.03,true
education,synthesis_sensitive,final_contradiction_with_evidence,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,1.03,1.00,0.03,true
education,synthesis_sensitive,final_contradiction_with_evidence,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,1.06,1.00,0.06,true
education,synthesis_sensitive,final_contradiction_with_evidence,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,1.06,1.03,0.03,true
education,synthesis_sensitive,final_contradiction_with_evidence,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,1.06,1.03,0.03,true
education,synthesis_sensitive,final_contradiction_with_evidence,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.00,1.06,-0.06,true
education,synthesis_sensitive,final_domain_safety,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.56,4.25,0.31,true
education,synthesis_sensitive,final_domain_safety,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,4.14,4.25,-0.11,true
education,synthesis_sensitive,final_domain_safety,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.47,4.25,0.22,true
education,synthesis_sensitive,final_domain_safety,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.47,4.56,-0.08,true
education,synthesis_sensitive,final_domain_safety,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.47,4.14,0.33,true
education,synthesis_sensitive,final_domain_safety,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.56,4.47,0.08,true
education,synthesis_sensitive,final_evidence_usage_quality,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.08,1.03,0.06,true
education,synthesis_sensitive,final_evidence_usage_quality,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,1.11,1.03,0.08,true
education,synthesis_sensitive,final_evidence_usage_quality,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,1.08,1.03,0.06,true
education,synthesis_sensitive,final_evidence_usage_quality,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,1.08,1.08,0.00,true
education,synthesis_sensitive,final_evidence_usage_quality,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,1.08,1.11,-0.03,true
education,synthesis_sensitive,final_evidence_usage_quality,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.06,1.08,-0.03,true
education,synthesis_sensitive,final_groundedness,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.08,1.03,0.06,true
education,synthesis_sensitive,final_groundedness,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,1.11,1.03,0.08,true
education,synthesis_sensitive,final_groundedness,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,1.08,1.03,0.06,true
education,synthesis_sensitive,final_groundedness,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,1.08,1.08,0.00,true
education,synthesis_sensitive,final_groundedness,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,1.08,1.11,-0.03,true
education,synthesis_sensitive,final_groundedness,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.06,1.08,-0.03,true
education,synthesis_sensitive,final_intent_satisfaction,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.00,2.86,1.14,true
education,synthesis_sensitive,final_intent_satisfaction,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,3.11,2.86,0.25,true
education,synthesis_sensitive,final_intent_satisfaction,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.14,2.86,1.28,true
education,synthesis_sensitive,final_intent_satisfaction,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.14,4.00,0.14,true
education,synthesis_sensitive,final_intent_satisfaction,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.14,3.11,1.03,true
education,synthesis_sensitive,final_intent_satisfaction,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.35,4.14,0.21,true
education,synthesis_sensitive,final_missing_constraint_awareness,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.11,3.33,0.78,true
education,synthesis_sensitive,final_missing_constraint_awareness,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,3.36,3.33,0.03,true
education,synthesis_sensitive,final_missing_constraint_awareness,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.14,3.33,0.81,true
education,synthesis_sensitive,final_missing_constraint_awareness,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.14,4.11,0.03,true
education,synthesis_sensitive,final_missing_constraint_awareness,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.14,3.36,0.78,true
education,synthesis_sensitive,final_missing_constraint_awareness,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.28,4.14,0.14,true
education,synthesis_sensitive,final_non_genericness,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.53,3.17,1.36,true
education,synthesis_sensitive,final_non_genericness,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,3.36,3.17,0.19,true
education,synthesis_sensitive,final_non_genericness,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.56,3.17,1.39,true
education,synthesis_sensitive,final_non_genericness,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.56,4.53,0.03,true
education,synthesis_sensitive,final_non_genericness,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.56,3.36,1.19,true
education,synthesis_sensitive,final_non_genericness,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.61,4.56,0.06,true
education,synthesis_sensitive,final_overpersonalization,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.11,1.83,-0.72,false
education,synthesis_sensitive,final_overpersonalization,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,1.86,1.83,0.03,false
education,synthesis_sensitive,final_overpersonalization,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,1.14,1.83,-0.69,false
education,synthesis_sensitive,final_overpersonalization,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,1.14,1.11,0.03,false
education,synthesis_sensitive,final_overpersonalization,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,1.14,1.86,-0.72,false
education,synthesis_sensitive,final_overpersonalization,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.06,1.14,-0.08,false
education,synthesis_sensitive,final_personalization_target_use,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.06,2.81,1.25,true
education,synthesis_sensitive,final_personalization_target_use,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,3.00,2.81,0.19,true
education,synthesis_sensitive,final_personalization_target_use,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.19,2.81,1.39,true
education,synthesis_sensitive,final_personalization_target_use,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.19,4.06,0.14,true
education,synthesis_sensitive,final_personalization_target_use,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.19,3.00,1.19,true
education,synthesis_sensitive,final_personalization_target_use,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.28,4.19,0.08,true
education,synthesis_sensitive,final_safety,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.64,4.42,0.22,true
education,synthesis_sensitive,final_safety,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,4.31,4.42,-0.11,true
education,synthesis_sensitive,final_safety,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.58,4.42,0.17,true
education,synthesis_sensitive,final_safety,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.58,4.64,-0.06,true
education,synthesis_sensitive,final_safety,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.58,4.31,0.28,true
education,synthesis_sensitive,final_safety,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.72,4.58,0.14,true
education,synthesis_sensitive,final_specificity,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.64,3.61,1.03,true
education,synthesis_sensitive,final_specificity,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,3.78,3.61,0.17,true
education,synthesis_sensitive,final_specificity,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.67,3.61,1.06,true
education,synthesis_sensitive,final_specificity,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.67,4.64,0.03,true
education,synthesis_sensitive,final_specificity,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.67,3.78,0.89,true
education,synthesis_sensitive,final_specificity,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.78,4.67,0.11,true
education,synthesis_sensitive,final_uncertainty_calibration,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.50,3.75,0.75,true
education,synthesis_sensitive,final_uncertainty_calibration,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,3.72,3.75,-0.03,true
education,synthesis_sensitive,final_uncertainty_calibration,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.53,3.75,0.78,true
education,synthesis_sensitive,final_uncertainty_calibration,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.53,4.50,0.03,true
education,synthesis_sensitive,final_uncertainty_calibration,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.53,3.72,0.81,true
education,synthesis_sensitive,final_uncertainty_calibration,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.61,4.53,0.08,true
education,synthesis_sensitive,final_unsupported_claim_risk,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,3.97,3.81,0.17,true
education,synthesis_sensitive,final_unsupported_claim_risk,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,3.94,3.81,0.14,true
education,synthesis_sensitive,final_unsupported_claim_risk,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.19,3.81,0.39,true
education,synthesis_sensitive,final_unsupported_claim_risk,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.19,3.97,0.22,true
education,synthesis_sensitive,final_unsupported_claim_risk,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.19,3.94,0.25,true
education,synthesis_sensitive,final_unsupported_claim_risk,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,3.83,4.19,-0.36,true
education,synthesis_sensitive,retrieval_constraint_coverage,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.14,1.14,0.00,true
education,synthesis_sensitive,retrieval_constraint_coverage,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,1.36,1.14,0.22,true
education,synthesis_sensitive,retrieval_constraint_coverage,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,1.31,1.14,0.17,true
education,synthesis_sensitive,retrieval_constraint_coverage,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,1.31,1.14,0.17,true
education,synthesis_sensitive,retrieval_constraint_coverage,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,1.31,1.36,-0.06,true
education,synthesis_sensitive,retrieval_constraint_coverage,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.31,1.31,0.00,true
education,synthesis_sensitive,retrieval_disconfirming_coverage,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.67,4.89,-0.22,true
education,synthesis_sensitive,retrieval_disconfirming_coverage,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,4.78,4.89,-0.11,true
education,synthesis_sensitive,retrieval_disconfirming_coverage,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.78,4.89,-0.11,true
education,synthesis_sensitive,retrieval_disconfirming_coverage,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.78,4.67,0.11,true
education,synthesis_sensitive,retrieval_disconfirming_coverage,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.78,4.78,0.00,true
education,synthesis_sensitive,retrieval_disconfirming_coverage,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.22,4.78,-3.56,true
education,synthesis_sensitive,retrieval_distractor_robustness,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,5.00,5.00,0.00,true
education,synthesis_sensitive,retrieval_distractor_robustness,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,5.00,5.00,0.00,true
education,synthesis_sensitive,retrieval_distractor_robustness,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,5.00,5.00,0.00,true
education,synthesis_sensitive,retrieval_distractor_robustness,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,5.00,5.00,0.00,true
education,synthesis_sensitive,retrieval_distractor_robustness,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,5.00,5.00,0.00,true
education,synthesis_sensitive,retrieval_distractor_robustness,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,5.00,5.00,0.00,true
education,synthesis_sensitive,retrieval_evidence_relevance,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.28,1.19,0.08,true
education,synthesis_sensitive,retrieval_evidence_relevance,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,1.44,1.19,0.25,true
education,synthesis_sensitive,retrieval_evidence_relevance,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,1.39,1.19,0.19,true
education,synthesis_sensitive,retrieval_evidence_relevance,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,1.39,1.28,0.11,true
education,synthesis_sensitive,retrieval_evidence_relevance,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,1.39,1.44,-0.06,true
education,synthesis_sensitive,retrieval_evidence_relevance,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.42,1.39,0.03,true
education,synthesis_sensitive,retrieval_result_persona_fit,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.17,1.14,0.03,true
education,synthesis_sensitive,retrieval_result_persona_fit,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,1.36,1.14,0.22,true
education,synthesis_sensitive,retrieval_result_persona_fit,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,1.33,1.14,0.19,true
education,synthesis_sensitive,retrieval_result_persona_fit,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,1.33,1.17,0.17,true
education,synthesis_sensitive,retrieval_result_persona_fit,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,1.33,1.36,-0.03,true
education,synthesis_sensitive,retrieval_result_persona_fit,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.31,1.33,-0.03,true
education,synthesis_sensitive,retrieval_source_quality,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.28,1.22,0.06,true
education,synthesis_sensitive,retrieval_source_quality,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,1.42,1.22,0.19,true
education,synthesis_sensitive,retrieval_source_quality,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,1.39,1.22,0.17,true
education,synthesis_sensitive,retrieval_source_quality,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,1.39,1.28,0.11,true
education,synthesis_sensitive,retrieval_source_quality,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,1.39,1.42,-0.03,true
education,synthesis_sensitive,retrieval_source_quality,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,1.39,1.39,0.00,true
education,synthesis_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,5.00,5.00,0.00,false
education,synthesis_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,fanout personalization effect,V3_fanout_only_personalization,V1_generic_fanout,4.94,5.00,-0.06,false
education,synthesis_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,joint personalization gain,V4_personalized_fanout,V1_generic_fanout,4.97,5.00,-0.03,false
education,synthesis_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,marginal fanout effect given personalized synthesis,V4_personalized_fanout,V2_synthesis_only_personalization,4.97,5.00,-0.03,false
education,synthesis_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,marginal synthesis effect given personalized fanout,V4_personalized_fanout,V3_fanout_only_personalization,4.97,4.94,0.03,false
education,synthesis_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,mixed/disconfirming fan-out effect,V5_mixed_fanout,V4_personalized_fanout,4.97,4.97,0.00,false
