method,task_category,sample_count,assessor_calls_mean,assessor_latency_mean,duplicate_url_rate_mean,fanout_faithfulness_to_user_query_mean,fanout_overpersonalization_risk_mean,fanout_persona_field_use_mean,fanout_query_diversity_mean,fanout_query_specificity_mean,fanout_search_realism_mean,final_actionability_without_overclaiming_mean,final_citation_support_mean,final_contradiction_with_evidence_mean,final_domain_safety_mean,final_evidence_usage_quality_mean,final_groundedness_mean,final_intent_satisfaction_mean,final_missing_constraint_awareness_mean,final_non_genericness_mean,final_overpersonalization_mean,final_personalization_target_use_mean,final_safety_mean,final_specificity_mean,final_thoughtfulness_mean,final_uncertainty_calibration_mean,final_unsupported_claim_risk_mean,planner_calls_mean,realized_k_mean,retrieval_constraint_coverage_mean,retrieval_disconfirming_coverage_mean,retrieval_distractor_robustness_mean,retrieval_evidence_relevance_mean,retrieval_result_persona_fit_mean,retrieval_source_quality_mean,retrieval_unsafe_or_overpersonalized_retrieval_risk_mean,search_latency_mean,synthesis_calls_mean,synthesis_latency_mean,tavily_calls_mean,total_latency_mean,total_llm_calls_mean,total_retrieved_context_size_mean,total_synthesis_context_size_mean,unique_domains_mean,unique_urls_mean,assessor_calls_sem,assessor_latency_sem,duplicate_url_rate_sem,fanout_faithfulness_to_user_query_sem,fanout_overpersonalization_risk_sem,fanout_persona_field_use_sem,fanout_query_diversity_sem,fanout_query_specificity_sem,fanout_search_realism_sem,final_actionability_without_overclaiming_sem,final_citation_support_sem,final_contradiction_with_evidence_sem,final_domain_safety_sem,final_evidence_usage_quality_sem,final_groundedness_sem,final_intent_satisfaction_sem,final_missing_constraint_awareness_sem,final_non_genericness_sem,final_overpersonalization_sem,final_personalization_target_use_sem,final_safety_sem,final_specificity_sem,final_thoughtfulness_sem,final_uncertainty_calibration_sem,final_unsupported_claim_risk_sem,planner_calls_sem,realized_k_sem,retrieval_constraint_coverage_sem,retrieval_disconfirming_coverage_sem,retrieval_distractor_robustness_sem,retrieval_evidence_relevance_sem,retrieval_result_persona_fit_sem,retrieval_source_quality_sem,retrieval_unsafe_or_overpersonalized_retrieval_risk_sem,search_latency_sem,synthesis_calls_sem,synthesis_latency_sem,tavily_calls_sem,total_latency_sem,total_llm_calls_sem,total_retrieved_context_size_sem,total_synthesis_context_size_sem,unique_domains_sem,unique_urls_sem
fixed_k4,financial_concept_explanation,6,0.0000,0.0000,0.1250,5.0000,1.0000,4.3333,5.0000,5.0000,5.0000,4.5000,5.0000,1.0000,3.6667,5.0000,5.0000,3.5000,4.0000,4.0000,1.0000,4.1667,4.0000,4.1667,4.0000,4.5000,1.0000,1.0000,4.0000,4.6667,4.6667,5.0000,4.8333,4.8333,4.8333,5.0000,31.5753,1.0000,10.5131,4.0000,54.9914,2.0000,24249.8333,20780.0000,16.0000,17.5000,0.0000,0.0000,0.0496,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.2236,0.0000,0.0000,0.4216,0.0000,0.0000,0.4282,0.3651,0.5164,0.0000,0.5426,0.2582,0.3073,0.0000,0.3416,0.0000,0.0000,0.0000,0.3333,0.3333,0.0000,0.1667,0.1667,0.1667,0.0000,4.9446,0.0000,0.5474,0.0000,4.9483,0.0000,344.1323,1188.6692,0.6325,0.9916
fixed_k4,financial_decision_strategy,6,0.0000,0.0000,0.0333,5.0000,1.0000,4.1667,4.8333,5.0000,5.0000,3.1667,5.0000,1.0000,2.5000,5.0000,4.6667,2.6667,2.3333,3.3333,1.5000,2.5000,2.6667,3.6667,0.0000,2.8333,1.3333,1.0000,4.0000,4.1667,4.3333,5.0000,4.6667,4.1667,5.0000,4.8333,30.7035,1.0000,10.6746,4.0000,57.2272,2.0000,21694.8333,20836.8333,16.6667,18.5000,0.0000,0.0000,0.0211,0.0000,0.0000,0.3073,0.1667,0.0000,0.0000,0.3073,0.0000,0.0000,0.4282,0.0000,0.2108,0.4944,0.4216,0.4216,0.5000,0.5627,0.3333,0.3333,0.0000,0.3073,0.2108,0.0000,0.0000,0.1667,0.6667,0.0000,0.2108,0.3073,0.0000,0.1667,7.5749,0.0000,0.5443,0.0000,6.5378,0.0000,1310.8677,1099.8707,0.6146,0.8062
fixed_k4,form_policy_deadline_lookup,6,0.0000,0.0000,0.1250,5.0000,1.0000,4.0000,4.3333,4.5000,5.0000,4.0000,5.0000,1.0000,3.1667,5.0000,5.0000,3.5000,4.1667,4.6667,1.0000,3.1667,3.1667,4.1667,0.0000,4.1667,1.0000,1.0000,4.0000,4.5000,5.0000,5.0000,4.6667,4.6667,4.6667,5.0000,44.6482,1.0000,10.9606,4.0000,69.5987,2.0000,25564.0000,22563.1667,15.6667,17.5000,0.0000,0.0000,0.0588,0.0000,0.0000,0.6325,0.4216,0.3416,0.0000,0.2582,0.0000,0.0000,0.3073,0.0000,0.0000,0.3416,0.4773,0.3333,0.0000,0.5426,0.3073,0.4773,0.0000,0.4014,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.3333,0.3333,0.3333,0.0000,7.6520,0.0000,0.9091,0.0000,7.8876,0.0000,1055.6420,1988.0838,1.3333,1.1762
fixed_k4,jurisdiction_resource_lookup,6,0.0000,0.0000,0.0750,5.0000,1.0000,4.3333,5.0000,5.0000,5.0000,3.5000,5.0000,1.0000,3.0000,5.0000,5.0000,3.0000,3.5000,4.3333,1.0000,3.0000,3.0000,4.3333,0.0000,4.0000,1.0000,1.0000,4.0000,4.6667,5.0000,5.0000,5.0000,4.6667,4.8333,5.0000,40.7398,1.0000,13.4391,4.0000,66.7653,2.0000,26550.1667,24388.3333,18.0000,18.5000,0.0000,0.0000,0.0461,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.2236,0.0000,0.0000,0.4472,0.0000,0.0000,0.2582,0.3416,0.3333,0.0000,0.3651,0.4472,0.3333,0.0000,0.2582,0.0000,0.0000,0.0000,0.2108,0.0000,0.0000,0.0000,0.2108,0.1667,0.0000,7.1706,0.0000,1.5127,0.0000,7.7520,0.0000,423.4316,1430.6448,0.8563,0.9220
fixed_k4,legal_decision_strategy,6,0.0000,0.0000,0.0167,5.0000,1.0000,4.0000,4.6667,5.0000,5.0000,4.0000,5.0000,1.0000,3.1667,5.0000,5.0000,3.3333,3.1667,4.1667,1.0000,2.8333,3.3333,4.0000,0.0000,3.5000,1.0000,1.0000,4.0000,4.5000,5.0000,5.0000,4.6667,4.5000,4.8333,5.0000,42.1770,1.0000,12.7608,4.0000,66.2655,2.0000,23941.1667,23477.0000,18.6667,19.6667,0.0000,0.0000,0.0105,0.0000,0.0000,0.3651,0.3333,0.0000,0.0000,0.3651,0.0000,0.0000,0.6540,0.0000,0.0000,0.4216,0.4773,0.3073,0.0000,0.5426,0.5578,0.2582,0.0000,0.3416,0.0000,0.0000,0.0000,0.3416,0.0000,0.0000,0.2108,0.3416,0.1667,0.0000,8.4243,0.0000,0.7289,0.0000,8.8543,0.0000,1207.8082,1282.9477,0.4216,0.2108
fixed_k4,legal_issue_explanation,6,0.0000,0.0000,0.0583,5.0000,1.0000,3.8333,4.6667,4.8333,5.0000,3.4000,5.0000,1.0000,2.6000,5.0000,5.0000,2.8000,2.6000,3.6000,1.6000,2.4000,2.8000,3.8000,0.0000,3.2000,1.0000,1.0000,4.0000,3.6667,4.6667,5.0000,4.3333,4.1667,4.0000,5.0000,44.2687,1.0000,12.4287,4.0000,68.0954,2.0000,24114.5000,22639.8333,17.8333,18.8333,0.0000,0.0000,0.0201,0.0000,0.0000,0.4014,0.2108,0.1667,0.0000,0.5099,0.0000,0.0000,0.6782,0.0000,0.0000,0.3742,0.6000,0.5099,0.6000,0.8718,0.5831,0.3742,0.0000,0.4899,0.0000,0.0000,0.0000,0.4944,0.2108,0.0000,0.3333,0.4773,0.2582,0.0000,6.8607,0.0000,1.2107,0.0000,6.8700,0.0000,1244.4574,1123.8441,0.8333,0.4014
fixed_k4,personal_decision_strategy,6,0.0000,0.0000,0.1000,5.0000,1.0000,4.8333,5.0000,5.0000,5.0000,3.8333,5.0000,1.0000,3.6667,4.8333,4.8333,3.0000,3.1667,3.5000,1.8333,3.5000,4.3333,4.1667,0.0000,4.0000,1.0000,1.0000,4.0000,4.6667,4.6667,5.0000,5.0000,4.6667,4.8333,5.0000,51.1855,1.0000,13.3272,4.0000,77.0043,2.0000,26353.0000,23475.0000,15.1667,18.0000,0.0000,0.0000,0.0342,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.3073,0.0000,0.0000,0.6667,0.1667,0.1667,0.4472,0.4014,0.4282,0.5426,0.3416,0.4944,0.1667,0.0000,0.2582,0.0000,0.0000,0.0000,0.2108,0.3333,0.0000,0.0000,0.2108,0.1667,0.0000,1.5875,0.0000,0.5639,0.0000,1.8313,0.0000,507.2207,813.1942,0.6540,0.6831
fixed_k4,product_or_program_comparison,6,0.0000,0.0000,0.0917,4.8333,1.0000,3.6667,4.6667,4.3333,4.6667,4.5000,5.0000,1.0000,3.8333,4.8333,4.8333,4.0000,4.1667,4.6667,1.0000,4.3333,4.0000,4.6667,0.0000,4.5000,1.1667,1.0000,4.0000,4.6667,5.0000,5.0000,4.6667,4.8333,4.8333,5.0000,31.3868,1.0000,11.0185,4.0000,58.3490,2.0000,24064.8333,21617.6667,16.0000,18.1667,0.0000,0.0000,0.0396,0.1667,0.0000,0.6146,0.3333,0.3333,0.2108,0.3416,0.0000,0.0000,0.3073,0.1667,0.1667,0.2582,0.3073,0.3333,0.0000,0.3333,0.3651,0.2108,0.0000,0.2236,0.1667,0.0000,0.0000,0.2108,0.0000,0.0000,0.2108,0.1667,0.1667,0.0000,6.8687,0.0000,0.2650,0.0000,7.8179,0.0000,647.5202,1108.0548,1.4376,0.7923
fixed_k4,shopping_product_recommendation,6,0.0000,0.0000,0.1333,4.8333,1.1667,4.0000,4.8333,4.5000,5.0000,4.1667,5.0000,1.0000,4.6667,4.8333,4.8333,3.1667,3.5000,3.8333,1.8333,2.6667,4.6667,4.3333,0.0000,3.8333,1.1667,1.0000,4.0000,4.1667,4.5000,5.0000,4.6667,4.3333,4.6667,5.0000,57.6300,1.0000,12.4254,4.0000,84.5100,2.0000,26595.1667,22970.5000,15.5000,17.3333,0.0000,0.0000,0.0307,0.1667,0.1667,0.5164,0.1667,0.2236,0.0000,0.4014,0.0000,0.0000,0.3333,0.1667,0.1667,0.6009,0.7188,0.5426,0.4773,0.6667,0.3333,0.3333,0.0000,0.5426,0.1667,0.0000,0.0000,0.4773,0.3416,0.0000,0.3333,0.4944,0.2108,0.0000,1.9498,0.0000,0.4601,0.0000,2.7281,0.0000,763.9417,996.4764,0.8062,0.6146
fixed_k4,technical_explanation,6,0.0000,0.0000,0.0583,5.0000,1.0000,4.5000,5.0000,4.8333,5.0000,4.3333,5.0000,1.0000,4.6667,5.0000,5.0000,3.1667,3.5000,3.3333,1.0000,3.0000,4.6667,3.6667,0.0000,4.3333,1.0000,1.0000,4.0000,4.5000,4.3333,5.0000,4.6667,4.5000,4.8333,5.0000,50.2825,1.0000,13.1011,4.0000,75.6899,2.0000,27002.5000,25549.8333,17.3333,18.8333,0.0000,0.0000,0.0327,0.0000,0.0000,0.2236,0.0000,0.1667,0.0000,0.3333,0.0000,0.0000,0.3333,0.0000,0.0000,0.4014,0.5627,0.4216,0.0000,0.5164,0.3333,0.3333,0.0000,0.3333,0.0000,0.0000,0.0000,0.3416,0.6667,0.0000,0.3333,0.5000,0.1667,0.0000,2.4114,0.0000,0.9114,0.0000,2.3817,0.0000,481.6587,1206.3561,0.8028,0.6540
fixed_k4,travel_dining,6,0.0000,0.0000,0.0417,5.0000,1.0000,3.6667,4.6667,4.3333,4.5000,4.1667,5.0000,1.0000,3.5000,5.0000,4.9667,3.0000,4.0000,3.6667,1.8333,3.0000,3.8333,3.8333,0.0000,4.3333,1.1667,1.0000,4.0000,3.6667,4.5000,5.0000,4.3333,4.0000,4.8333,4.5000,56.8460,1.0000,11.0955,4.0000,84.8572,2.0000,23693.8333,22517.5000,16.8333,19.1667,0.0000,0.0000,0.0327,0.0000,0.0000,0.6146,0.3333,0.2108,0.2236,0.3073,0.0000,0.0000,0.5627,0.0000,0.0333,0.3651,0.5164,0.4944,0.5426,0.6831,0.6009,0.4014,0.0000,0.3333,0.1667,0.0000,0.0000,0.6146,0.5000,0.0000,0.3333,0.3651,0.1667,0.5000,4.1727,0.0000,0.3911,0.0000,6.4880,0.0000,1572.3902,1378.6962,0.9458,0.6540
fixed_k8,current_rule_limit_lookup,6,0.0000,0.0000,0.1329,4.3333,1.1667,3.6667,4.6667,4.0000,4.8333,4.1667,5.0000,1.0000,3.1667,5.0000,5.0000,3.3333,4.0000,4.1667,1.1667,4.0000,3.3333,4.3333,0.0000,4.1667,1.0000,1.0000,8.0000,4.0000,4.1667,5.0000,4.5000,4.5000,4.6667,5.0000,86.3223,1.0000,11.7311,8.0000,112.4120,2.0000,38182.5000,33717.8333,21.8333,26.1667,0.0000,0.0000,0.0411,0.6667,0.1667,0.6146,0.3333,0.5164,0.1667,0.4014,0.0000,0.0000,0.4773,0.0000,0.0000,0.3333,0.3651,0.4773,0.1667,0.4472,0.4216,0.3333,0.0000,0.4014,0.0000,0.0000,0.0000,0.4472,0.6540,0.0000,0.3416,0.3416,0.3333,0.0000,20.3765,0.0000,0.8850,0.0000,20.6941,0.0000,4445.5923,4297.4670,3.6094,3.8246
fixed_k8,financial_concept_explanation,6,0.0000,0.0000,0.1147,5.0000,1.0000,5.0000,5.0000,5.0000,5.0000,4.5000,5.0000,1.0000,3.8333,5.0000,5.0000,4.1667,4.5000,4.5000,1.0000,4.3333,4.0000,4.5000,0.0000,4.5000,1.0000,1.0000,8.0000,4.6667,4.6667,5.0000,4.6667,4.6667,4.8333,5.0000,89.7245,1.0000,12.1207,8.0000,114.7482,2.0000,37487.3333,32788.1667,23.0000,27.3333,0.0000,0.0000,0.0433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2236,0.0000,0.0000,0.4773,0.0000,0.0000,0.3073,0.3416,0.3416,0.0000,0.4216,0.3651,0.3416,0.0000,0.3416,0.0000,0.0000,0.0000,0.3333,0.3333,0.0000,0.2108,0.3333,0.1667,0.0000,17.4588,0.0000,1.1173,0.0000,16.7917,0.0000,3838.8514,3780.9118,2.5298,3.2830
fixed_k8,financial_decision_strategy,6,0.0000,0.0000,0.0768,5.0000,1.0000,4.8333,5.0000,4.8333,4.8333,3.5000,5.0000,1.0000,2.6667,5.0000,4.9833,2.8333,2.8333,3.5000,1.5000,2.8333,2.6667,3.8333,0.0000,3.3333,1.0333,1.0000,8.0000,4.3333,4.6667,5.0000,5.0000,4.3333,5.0000,5.0000,88.4331,1.0000,11.0698,8.0000,115.3521,2.0000,35836.8333,32097.1667,23.6667,27.0000,0.0000,0.0000,0.0517,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.3416,0.0000,0.0000,0.3333,0.0000,0.0167,0.4773,0.3073,0.4282,0.5000,0.5426,0.3333,0.3073,0.0000,0.3333,0.0333,0.0000,0.0000,0.2108,0.3333,0.0000,0.0000,0.2108,0.0000,0.0000,17.9101,0.0000,1.3344,0.0000,16.4838,0.0000,5426.3480,4348.9735,2.8245,3.4059
fixed_k8,form_policy_deadline_lookup,6,0.0000,0.0000,0.1750,5.0000,1.0000,4.5000,5.0000,4.6667,5.0000,4.1667,5.0000,1.0000,3.6667,5.0000,5.0000,3.8333,4.5000,5.0000,1.0000,4.1667,3.6667,4.3333,0.0000,4.5000,1.0000,1.0000,8.0000,4.5000,5.0000,5.0000,4.6667,4.5000,4.8333,5.0000,87.7154,1.0000,14.1269,8.0000,115.8322,2.0000,49238.3333,40303.8333,26.5000,33.0000,0.0000,0.0000,0.0438,0.0000,0.0000,0.5000,0.0000,0.3333,0.0000,0.3073,0.0000,0.0000,0.3333,0.0000,0.0000,0.3073,0.2236,0.0000,0.0000,0.3073,0.3333,0.2108,0.0000,0.2236,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.3333,0.5000,0.1667,0.0000,14.9224,0.0000,0.9317,0.0000,15.2604,0.0000,1073.2676,2404.2399,1.9279,1.7512
fixed_k8,jurisdiction_resource_lookup,6,0.0000,0.0000,0.0625,5.0000,1.0000,4.5000,5.0000,5.0000,5.0000,3.8333,5.0000,1.0000,2.8333,5.0000,5.0000,3.0000,3.0000,4.0000,1.0000,3.3333,2.8333,4.0000,0.0000,3.3333,1.0000,1.0000,8.0000,4.6667,5.0000,5.0000,5.0000,4.7500,4.8333,5.0000,95.3199,1.0000,16.8127,8.0000,124.7190,2.0000,50848.6667,47247.5000,34.3333,37.5000,0.0000,0.0000,0.0340,0.0000,0.0000,0.3416,0.0000,0.0000,0.0000,0.3073,0.0000,0.0000,0.3073,0.0000,0.0000,0.2582,0.2582,0.2582,0.0000,0.5578,0.3073,0.2582,0.0000,0.4216,0.0000,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.1708,0.1667,0.0000,6.7333,0.0000,0.8716,0.0000,7.0228,0.0000,780.1534,1919.8700,2.1082,1.3601
fixed_k8,legal_decision_strategy,6,0.0000,0.0000,0.0333,5.0000,1.0000,5.0000,5.0000,5.0000,5.0000,4.0000,5.0000,1.0000,3.0000,5.0000,5.0000,3.6667,3.3333,4.5000,1.0000,3.1667,3.1667,4.1667,0.0000,3.6667,1.0000,1.0000,8.0000,4.8333,5.0000,5.0000,4.8333,4.8333,5.0000,5.0000,89.9236,1.0000,15.7872,8.0000,117.0385,2.0000,47428.1667,45804.1667,35.6667,38.6667,0.0000,0.0000,0.0154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3651,0.0000,0.0000,0.6831,0.0000,0.0000,0.3333,0.4216,0.2236,0.0000,0.6009,0.6540,0.4014,0.0000,0.4944,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,13.2561,0.0000,0.9347,0.0000,13.6739,0.0000,1403.2161,1300.9404,0.8433,0.6146
fixed_k8,legal_issue_explanation,6,0.0000,0.0000,0.0625,5.0000,1.0000,4.6667,5.0000,4.8333,5.0000,3.5000,5.0000,1.0000,3.0000,5.0000,5.0000,3.3333,3.3333,4.3333,1.3333,3.1667,3.0000,4.1667,0.0000,3.3333,1.0000,1.0000,8.0000,4.0000,4.8333,5.0000,4.5000,4.6667,4.0000,5.0000,98.4675,1.0000,17.2658,8.0000,127.1314,2.0000,46486.0000,43394.6667,34.3333,37.5000,0.0000,0.0000,0.0221,0.0000,0.0000,0.3333,0.0000,0.1667,0.0000,0.3416,0.0000,0.0000,0.5164,0.0000,0.0000,0.4216,0.4216,0.3333,0.3333,0.6009,0.5164,0.3073,0.0000,0.4216,0.0000,0.0000,0.0000,0.5164,0.1667,0.0000,0.3416,0.3333,0.2582,0.0000,6.0372,0.0000,1.2888,0.0000,6.8934,0.0000,1316.7764,822.9390,2.1239,0.8851
fixed_k8,personal_decision_strategy,6,0.0000,0.0000,0.0958,5.0000,1.0000,5.0000,5.0000,5.0000,5.0000,4.6667,5.0000,1.0000,4.3333,5.0000,5.0000,3.8333,4.0000,4.1667,1.3333,4.0000,4.5000,4.5000,0.0000,4.3333,1.0000,1.0000,8.0000,4.6667,4.8333,5.0000,5.0000,4.8333,5.0000,5.0000,115.1717,1.0000,16.1182,8.0000,143.7815,2.0000,50282.5000,44980.8333,26.5000,36.1667,0.0000,0.0000,0.0306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2108,0.0000,0.0000,0.4216,0.0000,0.0000,0.4773,0.5164,0.4773,0.3333,0.4472,0.3416,0.2236,0.0000,0.3333,0.0000,0.0000,0.0000,0.2108,0.1667,0.0000,0.0000,0.1667,0.0000,0.0000,1.6568,0.0000,0.8214,0.0000,1.8444,0.0000,2253.2146,2835.5957,2.4049,1.2225
fixed_k8,product_or_program_comparison,6,0.0000,0.0000,0.1333,4.8333,1.0000,4.2500,4.8333,4.6667,4.6667,4.6667,5.0000,1.1667,3.5000,4.8333,4.8333,4.0000,4.3333,4.3333,1.0000,4.3333,3.6667,4.6667,0.0000,4.6667,1.1667,1.0000,8.0000,5.0000,5.0000,5.0000,4.8333,4.8333,4.8333,5.0000,80.1267,1.0000,12.5111,8.0000,108.5815,2.0000,38788.6667,32444.5000,22.3333,26.8333,0.0000,0.0000,0.0618,0.1667,0.0000,0.4787,0.1667,0.3333,0.3333,0.2108,0.0000,0.1667,0.3416,0.1667,0.1667,0.3651,0.3333,0.3333,0.0000,0.4216,0.4216,0.2108,0.0000,0.2108,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,20.2294,0.0000,1.1521,0.0000,20.0718,0.0000,4942.7019,4228.0183,2.1082,3.1981
fixed_k8,shopping_product_recommendation,6,0.0000,0.0000,0.1000,4.6667,1.5000,4.5000,5.0000,4.8333,5.0000,4.6667,4.8333,1.0000,4.5000,4.9667,4.8000,3.6667,3.8333,4.3333,1.6667,3.0000,4.6667,4.5000,0.0000,4.3333,1.2000,1.0000,8.0000,4.0000,4.6667,5.0000,4.6667,4.3333,4.6667,5.0000,118.6446,1.0000,17.1127,8.0000,150.2118,2.0000,52201.5000,46804.8333,27.5000,36.0000,0.0000,0.0000,0.0250,0.3333,0.5000,0.5000,0.0000,0.1667,0.0000,0.2108,0.1667,0.0000,0.5000,0.0333,0.1633,0.6146,0.6009,0.3333,0.4944,0.6831,0.3333,0.2236,0.0000,0.4216,0.1633,0.0000,0.0000,0.5164,0.2108,0.0000,0.3333,0.4944,0.3333,0.0000,1.4191,0.0000,1.0321,0.0000,2.5301,0.0000,1122.4204,1701.4417,1.0567,1.0000
fixed_k8,technical_explanation,6,0.0000,0.0000,0.0628,5.0000,1.0000,5.0000,5.0000,5.0000,5.0000,4.2000,5.0000,1.0000,4.6000,4.8333,4.6667,3.2000,4.0000,3.4000,1.4000,3.6000,4.6000,4.0000,0.0000,4.8000,1.3333,1.0000,8.0000,4.5000,4.3333,5.0000,4.8333,4.6667,5.0000,5.0000,113.2161,1.0000,16.8300,8.0000,142.3525,2.0000,51560.8333,48335.3333,30.8333,37.3333,0.0000,0.0000,0.0155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3742,0.0000,0.0000,0.4000,0.1667,0.2108,0.4899,0.4472,0.5099,0.4000,0.5099,0.4000,0.3162,0.0000,0.2000,0.2108,0.0000,0.0000,0.3416,0.6667,0.0000,0.1667,0.3333,0.0000,0.0000,2.3482,0.0000,1.0448,0.0000,3.3290,0.0000,1790.9269,2376.3626,1.4004,0.6667
fixed_k8,travel_dining,6,0.0000,0.0000,0.0458,5.0000,1.0000,4.0000,5.0000,5.0000,4.8333,4.1667,5.0000,1.0000,3.6667,5.0000,5.0000,3.0000,3.8333,4.3333,1.8333,3.1667,3.8333,4.3333,0.0000,4.0000,1.0000,1.0000,8.0000,4.1667,4.3333,5.0000,4.5000,4.5000,4.8333,4.6667,114.5265,1.0000,14.5595,8.0000,146.0017,2.0000,46207.5000,43702.5000,31.8333,38.1667,0.0000,0.0000,0.0284,0.0000,0.0000,0.5164,0.0000,0.0000,0.1667,0.4014,0.0000,0.0000,0.6146,0.0000,0.0000,0.5164,0.4014,0.3333,0.5426,0.6540,0.5426,0.3333,0.0000,0.5164,0.0000,0.0000,0.0000,0.4773,0.4944,0.0000,0.3416,0.3416,0.1667,0.3333,3.4238,0.0000,1.0074,0.0000,4.7608,0.0000,1508.5461,2161.3747,2.4002,1.1377
