method,task_category,sample_count,assessor_calls_mean,assessor_latency_mean,duplicate_url_rate_mean,fanout_faithfulness_to_user_query_mean,fanout_overpersonalization_risk_mean,fanout_persona_field_use_mean,fanout_query_diversity_mean,fanout_query_specificity_mean,fanout_search_realism_mean,final_actionability_without_overclaiming_mean,final_citation_support_mean,final_contradiction_with_evidence_mean,final_domain_safety_mean,final_evidence_usage_quality_mean,final_groundedness_mean,final_intent_satisfaction_mean,final_missing_constraint_awareness_mean,final_non_genericness_mean,final_overpersonalization_mean,final_personalization_target_use_mean,final_safety_mean,final_specificity_mean,final_uncertainty_calibration_mean,final_unsupported_claim_risk_mean,planner_calls_mean,realized_k_mean,retrieval_constraint_coverage_mean,retrieval_disconfirming_coverage_mean,retrieval_distractor_robustness_mean,retrieval_evidence_relevance_mean,retrieval_result_persona_fit_mean,retrieval_source_quality_mean,retrieval_unsafe_or_overpersonalized_retrieval_risk_mean,search_latency_mean,synthesis_calls_mean,synthesis_latency_mean,tavily_calls_mean,total_latency_mean,total_llm_calls_mean,total_retrieved_context_size_mean,total_synthesis_context_size_mean,unique_domains_mean,unique_urls_mean,assessor_calls_sem,assessor_latency_sem,duplicate_url_rate_sem,fanout_faithfulness_to_user_query_sem,fanout_overpersonalization_risk_sem,fanout_persona_field_use_sem,fanout_query_diversity_sem,fanout_query_specificity_sem,fanout_search_realism_sem,final_actionability_without_overclaiming_sem,final_citation_support_sem,final_contradiction_with_evidence_sem,final_domain_safety_sem,final_evidence_usage_quality_sem,final_groundedness_sem,final_intent_satisfaction_sem,final_missing_constraint_awareness_sem,final_non_genericness_sem,final_overpersonalization_sem,final_personalization_target_use_sem,final_safety_sem,final_specificity_sem,final_uncertainty_calibration_sem,final_unsupported_claim_risk_sem,planner_calls_sem,realized_k_sem,retrieval_constraint_coverage_sem,retrieval_disconfirming_coverage_sem,retrieval_distractor_robustness_sem,retrieval_evidence_relevance_sem,retrieval_result_persona_fit_sem,retrieval_source_quality_sem,retrieval_unsafe_or_overpersonalized_retrieval_risk_sem,search_latency_sem,synthesis_calls_sem,synthesis_latency_sem,tavily_calls_sem,total_latency_sem,total_llm_calls_sem,total_retrieved_context_size_sem,total_synthesis_context_size_sem,unique_domains_sem,unique_urls_sem
fixed_k4,financial_concept_explanation,6,0.0000,0.0000,0.0833,4.8333,1.3333,4.0000,4.6667,4.6667,5.0000,4.4000,5.0000,1.0000,3.4000,4.8333,4.8333,3.4000,3.6000,4.0000,1.8000,3.2000,3.6000,4.2000,4.2000,1.1667,1.0000,4.0000,5.0000,5.0000,5.0000,4.8333,5.0000,5.0000,5.0000,6.6624,1.0000,10.7329,4.0000,68.2501,2.0000,25121.8333,22927.5000,17.5000,18.3333,0.0000,0.0000,0.0401,0.1667,0.3333,0.3651,0.2108,0.2108,0.0000,0.2449,0.0000,0.0000,0.5099,0.1667,0.1667,0.2449,0.2449,0.3162,0.8000,0.3742,0.6000,0.2000,0.3742,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.3772,0.0000,0.2570,0.0000,4.8021,0.0000,1166.9436,1744.6596,0.9574,0.8028
fixed_k4,financial_decision_strategy,6,0.0000,0.0000,0.0667,5.0000,1.3333,3.1667,4.5000,4.5000,5.0000,4.1667,4.8333,1.0000,3.3333,5.0000,4.6667,3.8333,3.3333,4.1667,1.0000,3.3333,3.3333,4.3333,3.8333,1.3333,1.0000,4.0000,4.5000,4.8333,5.0000,4.6667,4.3333,4.8333,5.0000,6.4706,1.0000,10.8593,4.0000,75.9844,2.0000,23770.8333,22065.8333,16.6667,18.6667,0.0000,0.0000,0.0247,0.0000,0.2108,0.4014,0.3416,0.3416,0.0000,0.1667,0.1667,0.0000,0.4216,0.0000,0.2108,0.3073,0.2108,0.4014,0.0000,0.5578,0.4216,0.3333,0.1667,0.2108,0.0000,0.0000,0.3416,0.1667,0.0000,0.2108,0.3333,0.1667,0.0000,0.8128,0.0000,0.8255,0.0000,6.5923,0.0000,1273.3409,1160.2933,0.8433,0.4944
fixed_k4,form_policy_deadline_lookup,6,0.0000,0.0000,0.1667,4.8333,1.0000,3.8333,4.3333,4.3333,4.8333,4.0000,5.0000,1.0000,3.0000,5.0000,5.0000,3.6667,4.0000,4.5000,1.0000,3.6667,3.0000,4.1667,4.1667,1.0000,1.0000,4.0000,4.5000,5.0000,5.0000,4.8333,4.6667,4.8333,5.0000,6.5881,1.0000,9.4734,4.0000,83.1957,2.0000,25432.8333,21221.6667,14.1667,16.6667,0.0000,0.0000,0.0380,0.1667,0.0000,0.4773,0.4216,0.3333,0.1667,0.4472,0.0000,0.0000,0.5164,0.0000,0.0000,0.4216,0.4472,0.5000,0.0000,0.5578,0.5164,0.4773,0.4014,0.0000,0.0000,0.0000,0.3416,0.0000,0.0000,0.1667,0.3333,0.1667,0.0000,1.0183,0.0000,0.9977,0.0000,3.9990,0.0000,559.7896,826.3869,0.4014,0.7601
fixed_k4,jurisdiction_resource_lookup,6,0.0000,0.0000,0.0667,5.0000,1.0000,3.8333,5.0000,4.6667,5.0000,3.5000,5.0000,1.0000,2.6667,5.0000,5.0000,2.8333,3.1667,3.8333,1.1667,2.3333,2.5000,3.5000,3.6667,1.0000,1.0000,4.0000,4.6667,4.6667,5.0000,4.8333,4.8333,5.0000,5.0000,6.3432,1.0000,11.4910,4.0000,73.1891,2.0000,26332.0000,24607.3333,18.0000,18.6667,0.0000,0.0000,0.0247,0.0000,0.0000,0.4014,0.0000,0.2108,0.0000,0.4282,0.0000,0.0000,0.4944,0.0000,0.0000,0.3073,0.3073,0.3073,0.1667,0.4216,0.4282,0.2236,0.4216,0.0000,0.0000,0.0000,0.3333,0.3333,0.0000,0.1667,0.1667,0.0000,0.0000,0.6605,0.0000,1.2841,0.0000,9.5756,0.0000,847.6253,764.3213,0.5774,0.4944
fixed_k4,legal_decision_strategy,6,0.0000,0.0000,0.0417,5.0000,1.1667,3.6667,4.6667,4.3333,4.8333,4.0000,5.0000,1.0000,3.0000,5.0000,5.0000,3.3333,3.5000,4.0000,1.1667,2.8333,3.3333,3.8333,3.5000,1.0000,1.0000,4.0000,4.3333,4.6667,5.0000,4.8333,4.6667,4.8333,5.0000,6.1480,1.0000,10.7126,4.0000,62.0565,2.0000,24929.6667,23839.8333,18.5000,19.1667,0.0000,0.0000,0.0271,0.0000,0.1667,0.2108,0.3333,0.2108,0.1667,0.2582,0.0000,0.0000,0.4472,0.0000,0.0000,0.4216,0.4282,0.3651,0.1667,0.6009,0.4216,0.3073,0.4282,0.0000,0.0000,0.0000,0.3333,0.3333,0.0000,0.1667,0.2108,0.1667,0.0000,0.9108,0.0000,0.7163,0.0000,1.6825,0.0000,681.7629,466.1354,0.5627,0.5426
fixed_k4,legal_issue_explanation,6,0.0000,0.0000,0.0833,4.8333,1.1667,4.0000,4.5000,4.5000,4.8333,3.6667,5.0000,1.0000,3.3333,5.0000,5.0000,3.0000,3.5000,4.0000,1.5000,2.6667,3.3333,3.6667,3.8333,1.0000,1.0000,4.0000,3.8333,5.0000,5.0000,4.6667,4.1667,4.6667,5.0000,5.8191,1.0000,10.8568,4.0000,70.0165,2.0000,25819.5000,23678.5000,17.5000,18.3333,0.0000,0.0000,0.0459,0.1667,0.1667,0.5164,0.5000,0.3416,0.1667,0.4944,0.0000,0.0000,0.5578,0.0000,0.0000,0.4472,0.5627,0.3651,0.5000,0.6667,0.5578,0.3333,0.4014,0.0000,0.0000,0.0000,0.5426,0.0000,0.0000,0.3333,0.4014,0.3333,0.0000,0.5244,0.0000,0.9752,0.0000,6.5026,0.0000,917.0909,1414.0495,0.9220,0.9189
fixed_k4,personal_decision_strategy,6,0.0000,0.0000,0.1000,5.0000,1.0000,3.5000,4.6667,4.3333,4.8333,3.8333,5.0000,1.0000,3.8333,4.8833,4.8833,2.8333,3.3333,3.3333,1.3333,2.8333,4.3333,3.5000,4.0000,1.2000,1.0000,4.0000,4.1667,5.0000,5.0000,5.0000,4.6667,4.8333,5.0000,8.2445,1.0000,11.5112,4.0000,67.1039,2.0000,24560.1667,21771.8333,16.5000,18.0000,0.0000,0.0000,0.0428,0.0000,0.0000,0.4282,0.3333,0.3333,0.1667,0.1667,0.0000,0.0000,0.6009,0.0833,0.0833,0.3073,0.4944,0.2108,0.3333,0.4014,0.3333,0.2236,0.2582,0.1633,0.0000,0.0000,0.4014,0.0000,0.0000,0.0000,0.2108,0.1667,0.0000,1.2869,0.0000,0.7385,0.0000,2.5479,0.0000,1174.7950,1269.8555,0.8466,0.8563
fixed_k4,product_or_program_comparison,6,0.0000,0.0000,0.0917,4.6667,1.1667,3.8333,4.5000,4.3333,4.8333,3.8333,5.0000,1.0000,2.8333,4.8333,4.8333,3.1667,3.3333,3.8333,1.0000,3.1667,2.8333,3.8333,3.6667,1.1667,1.0000,4.0000,4.1667,5.0000,5.0000,4.8333,4.6667,5.0000,5.0000,5.8294,1.0000,9.3621,4.0000,83.1622,2.0000,25148.3333,22803.1667,16.6667,18.1667,0.0000,0.0000,0.0300,0.3333,0.1667,0.4773,0.3416,0.3333,0.1667,0.3073,0.0000,0.0000,0.3073,0.1667,0.1667,0.3073,0.3333,0.3073,0.0000,0.4773,0.3073,0.3073,0.4216,0.1667,0.0000,0.0000,0.4773,0.0000,0.0000,0.1667,0.2108,0.0000,0.0000,0.4034,0.0000,0.6663,0.0000,9.1728,0.0000,1111.6161,959.3968,0.4944,0.6009
fixed_k4,shopping_product_recommendation,6,0.0000,0.0000,0.0596,5.0000,1.1667,3.6667,4.6667,4.6667,4.8333,4.1667,5.0000,1.0000,4.5000,4.6667,4.5000,3.1667,3.8333,4.0000,1.6667,2.3333,4.5000,4.1667,4.1667,1.5000,1.0000,4.0000,4.5000,4.3333,5.0000,5.0000,4.8333,4.8333,5.0000,7.4853,1.0000,11.4838,4.0000,76.9402,2.0000,26008.5000,24484.5000,16.6667,18.6667,0.0000,0.0000,0.0280,0.0000,0.1667,0.5578,0.2108,0.2108,0.1667,0.3073,0.0000,0.0000,0.5000,0.2108,0.2236,0.3073,0.4014,0.3651,0.3333,0.7149,0.5000,0.3073,0.3073,0.2236,0.0000,0.0000,0.2236,0.6667,0.0000,0.0000,0.1667,0.1667,0.0000,0.7874,0.0000,1.0907,0.0000,6.2588,0.0000,1346.5235,1801.3300,0.9888,0.6667
fixed_k4,technical_explanation,6,0.0000,0.0000,0.0667,4.8333,1.1667,3.8333,4.6667,4.1667,4.8333,4.3333,4.8333,1.0000,5.0000,4.6667,4.3333,3.6667,4.3333,3.6667,1.0000,3.8333,5.0000,3.8333,4.6667,1.6667,0.8333,4.0000,4.6667,5.0000,5.0000,5.0000,5.0000,4.8333,5.0000,6.0682,1.0000,12.3209,4.0000,59.1657,1.8333,26167.3333,24387.8333,17.0000,18.6667,0.0000,0.0000,0.0333,0.1667,0.1667,0.4773,0.2108,0.3073,0.1667,0.4216,0.1667,0.0000,0.0000,0.3333,0.3333,0.6146,0.4216,0.6146,0.0000,0.5426,0.0000,0.5426,0.3333,0.3333,0.1667,0.0000,0.2108,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,1.7663,0.0000,1.1379,0.0000,9.9822,0.1667,920.9034,1196.1086,0.7303,0.6667
fixed_k4,travel_dining,6,0.0000,0.0000,0.0667,4.8333,1.1667,3.3333,4.5000,4.3333,4.6667,4.1667,5.0000,1.0000,3.8333,5.0000,4.8333,3.1667,3.5000,4.0000,1.8333,3.1667,3.8333,4.1667,4.0000,1.1667,1.0000,4.0000,4.1667,4.5000,5.0000,4.3333,4.5000,5.0000,5.0000,9.5874,1.0000,12.0923,4.0000,80.0112,2.0000,23960.6667,22125.6667,17.0000,18.6667,0.0000,0.0000,0.0441,0.1667,0.1667,0.2108,0.3416,0.3333,0.2108,0.3073,0.0000,0.0000,0.5426,0.0000,0.1667,0.4773,0.5627,0.3651,0.5426,0.5426,0.5426,0.3073,0.3651,0.1667,0.0000,0.0000,0.4773,0.3416,0.0000,0.2108,0.2236,0.0000,0.0000,1.6155,0.0000,0.6620,0.0000,7.2170,0.0000,1885.4726,831.5063,1.0954,0.8819
fixed_k8,current_rule_limit_lookup,6,0.0000,0.0000,0.1792,4.1667,1.5000,3.5000,4.5000,4.0000,4.6667,3.3333,5.0000,1.0000,3.0000,5.0000,5.0000,3.1667,4.0000,4.0000,1.5000,4.0000,3.0000,4.0000,3.8333,1.0000,1.0000,8.0000,4.0000,4.3333,5.0000,4.1667,4.1667,4.6667,5.0000,12.3152,1.0000,13.4155,8.0000,83.4147,2.0000,51694.6667,42020.5000,26.6667,32.8333,0.0000,0.0000,0.0514,0.4014,0.3416,0.5627,0.3416,0.5164,0.2108,0.4944,0.0000,0.0000,0.5164,0.0000,0.0000,0.4014,0.5164,0.5164,0.5000,0.5164,0.5164,0.5164,0.4773,0.0000,0.0000,0.0000,0.6325,0.4944,0.0000,0.5426,0.4014,0.2108,0.0000,0.6262,0.0000,0.4096,0.0000,5.8000,0.0000,644.5870,2477.3951,2.0276,2.0562
fixed_k8,financial_concept_explanation,6,0.0000,0.0000,0.1292,5.0000,1.0000,4.6667,5.0000,5.0000,4.8333,4.6000,5.0000,1.0000,3.8000,5.0000,5.0000,4.2000,4.6000,4.6000,1.0000,4.2000,3.8000,4.6000,4.8000,1.0000,1.0000,8.0000,5.0000,5.0000,5.0000,4.8333,5.0000,5.0000,5.0000,13.6145,1.0000,14.3524,8.0000,78.8217,2.0000,50977.5000,44049.1667,29.0000,34.8333,0.0000,0.0000,0.0463,0.0000,0.0000,0.2108,0.0000,0.0000,0.1667,0.2449,0.0000,0.0000,0.4899,0.0000,0.0000,0.3742,0.2449,0.2449,0.0000,0.3742,0.4899,0.2449,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.6782,0.0000,0.7560,0.0000,5.1078,0.0000,1653.9609,2870.4827,1.6533,1.8514
fixed_k8,financial_decision_strategy,6,0.0000,0.0000,0.0792,4.8333,1.1667,4.5000,5.0000,5.0000,5.0000,4.6667,5.0000,1.0000,3.3333,5.0000,4.8333,4.1667,4.0000,4.5000,1.0000,4.0000,3.6667,4.6667,4.1667,1.1667,1.0000,8.0000,4.5000,5.0000,5.0000,4.8333,4.3333,4.8333,5.0000,12.7825,1.0000,16.1430,8.0000,87.5800,2.0000,49713.5000,45438.0000,32.3333,36.8333,0.0000,0.0000,0.0325,0.1667,0.1667,0.2236,0.0000,0.0000,0.0000,0.2108,0.0000,0.0000,0.4216,0.0000,0.1667,0.4014,0.2582,0.3416,0.0000,0.5164,0.3333,0.2108,0.3073,0.1667,0.0000,0.0000,0.3416,0.0000,0.0000,0.1667,0.3333,0.1667,0.0000,1.5418,0.0000,0.6615,0.0000,7.4759,0.0000,897.3575,2386.5040,1.6055,1.3017
fixed_k8,form_policy_deadline_lookup,6,0.0000,0.0000,0.2250,5.0000,1.0000,4.0000,4.6667,4.3333,4.8333,3.8333,5.0000,1.0000,3.3333,5.0000,5.0000,3.5000,4.1667,4.5000,1.0000,3.3333,3.5000,4.0000,4.5000,1.0000,1.0000,8.0000,4.5000,5.0000,5.0000,4.8333,4.5000,4.8333,5.0000,13.6246,1.0000,15.1132,8.0000,95.8720,2.0000,50762.5000,38894.0000,25.0000,31.0000,0.0000,0.0000,0.0204,0.0000,0.0000,0.5164,0.2108,0.4216,0.1667,0.3073,0.0000,0.0000,0.2108,0.0000,0.0000,0.3416,0.3073,0.3416,0.0000,0.3333,0.2236,0.5164,0.2236,0.0000,0.0000,0.0000,0.3416,0.0000,0.0000,0.1667,0.3416,0.1667,0.0000,1.6687,0.0000,1.6326,0.0000,3.4530,0.0000,821.9906,738.8263,1.0000,0.8165
fixed_k8,jurisdiction_resource_lookup,6,0.0000,0.0000,0.0583,5.0000,1.0000,4.3333,5.0000,5.0000,5.0000,3.8333,5.0000,1.0000,3.1667,5.0000,5.0000,3.4167,3.6667,4.5000,1.1667,3.3333,3.1667,4.5000,4.0000,1.0000,1.0000,8.0000,4.6667,4.6667,5.0000,4.8333,4.6667,5.0000,5.0000,12.2438,1.0000,16.0514,8.0000,83.6502,2.0000,51585.3333,48499.3333,34.3333,37.6667,0.0000,0.0000,0.0167,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.4014,0.0000,0.0000,0.4773,0.0000,0.0000,0.4549,0.4216,0.2236,0.1667,0.6667,0.4773,0.2236,0.3651,0.0000,0.0000,0.0000,0.3333,0.3333,0.0000,0.1667,0.3333,0.0000,0.0000,0.8484,0.0000,0.8517,0.0000,9.7209,0.0000,1096.6885,911.5500,1.1450,0.6667
fixed_k8,legal_decision_strategy,6,0.0000,0.0000,0.0375,5.0000,1.0000,4.3333,5.0000,5.0000,5.0000,4.1667,5.0000,1.0000,3.6667,5.0000,4.8333,3.5000,3.5000,4.1667,1.0000,3.0000,4.0000,4.1667,4.0000,1.1667,1.0000,8.0000,3.8333,4.8333,5.0000,4.8333,4.5000,4.8333,5.0000,12.8812,1.0000,15.8973,8.0000,73.9744,2.0000,50523.3333,48544.0000,35.6667,38.5000,0.0000,0.0000,0.0155,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.3073,0.0000,0.0000,0.6146,0.0000,0.1667,0.4282,0.4282,0.3073,0.0000,0.5774,0.4472,0.3073,0.4472,0.1667,0.0000,0.0000,0.3073,0.1667,0.0000,0.1667,0.3416,0.1667,0.0000,1.8856,0.0000,0.6975,0.0000,2.1967,0.0000,1580.9626,975.1132,0.6667,0.6191
fixed_k8,legal_issue_explanation,6,0.0000,0.0000,0.0917,5.0000,1.0000,4.3333,5.0000,4.8333,5.0000,3.1667,5.0000,1.0000,2.8333,5.0000,5.0000,3.1667,3.0000,4.0000,1.5000,2.8333,2.8333,3.6667,3.5000,1.0000,1.0000,8.0000,4.0000,5.0000,5.0000,4.7500,4.7500,4.6667,5.0000,11.1532,1.0000,15.6998,8.0000,80.1936,2.0000,50378.8333,45454.5000,33.6667,36.3333,0.0000,0.0000,0.0352,0.0000,0.0000,0.4944,0.0000,0.1667,0.0000,0.4014,0.0000,0.0000,0.7032,0.0000,0.0000,0.4014,0.5164,0.2582,0.5000,0.7032,0.7032,0.3333,0.5000,0.0000,0.0000,0.0000,0.4472,0.0000,0.0000,0.2500,0.1708,0.3333,0.0000,0.9065,0.0000,1.7836,0.0000,7.4150,0.0000,2232.2367,2866.3020,1.6667,1.4063
fixed_k8,personal_decision_strategy,6,0.0000,0.0000,0.0875,5.0000,1.0000,4.6667,5.0000,4.8333,5.0000,4.1667,5.0000,1.0000,3.8333,5.0000,5.0000,3.2500,3.3333,3.6667,2.1667,3.1667,4.1667,3.9167,3.7500,1.0000,1.0000,8.0000,4.1667,5.0000,5.0000,4.6667,4.3333,4.8333,4.8333,17.3420,1.0000,17.5126,8.0000,82.2028,2.0000,50093.5000,45270.0000,30.3333,36.5000,0.0000,0.0000,0.0381,0.0000,0.0000,0.3333,0.0000,0.1667,0.0000,0.3073,0.0000,0.0000,0.5426,0.0000,0.0000,0.4031,0.4944,0.4216,0.4014,0.5426,0.4014,0.4167,0.4425,0.0000,0.0000,0.0000,0.4014,0.0000,0.0000,0.2108,0.3333,0.1667,0.1667,2.7429,0.0000,1.5136,0.0000,4.0771,0.0000,1667.1880,1561.6479,1.1450,1.5221
fixed_k8,product_or_program_comparison,6,0.0000,0.0000,0.1458,5.0000,1.0000,4.3333,4.8333,4.5000,4.8333,4.5000,5.0000,1.0000,3.3333,4.8333,4.6667,3.6667,3.6667,4.3333,1.0000,3.6667,3.5000,4.5000,4.3333,1.3333,1.0000,8.0000,4.6667,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,12.5302,1.0000,13.8364,8.0000,94.3372,2.0000,49377.3333,41916.8333,28.3333,34.1667,0.0000,0.0000,0.0449,0.0000,0.0000,0.4216,0.1667,0.3416,0.1667,0.2236,0.0000,0.0000,0.3333,0.1667,0.2108,0.4216,0.4216,0.3333,0.0000,0.6146,0.4282,0.3416,0.3333,0.2108,0.0000,0.0000,0.2108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5598,0.0000,0.5113,0.0000,9.6341,0.0000,1647.3513,2141.6102,1.9437,1.7966
fixed_k8,shopping_product_recommendation,6,0.0000,0.0000,0.0504,5.0000,1.0000,4.5000,5.0000,5.0000,4.6667,4.6667,5.0000,1.0000,4.5000,5.0000,5.0000,3.6667,3.8333,4.5000,1.5000,3.0000,4.5000,4.6667,4.3333,1.0000,1.0000,8.0000,4.8333,4.5000,5.0000,5.0000,4.8333,5.0000,5.0000,15.2560,1.0000,17.2103,8.0000,90.4374,2.0000,49512.0000,46833.5000,30.5000,37.8333,0.0000,0.0000,0.0260,0.0000,0.0000,0.5000,0.0000,0.0000,0.3333,0.2108,0.0000,0.0000,0.5000,0.0000,0.0000,0.4216,0.6009,0.3416,0.3416,0.6831,0.5000,0.2108,0.4216,0.0000,0.0000,0.0000,0.1667,0.5000,0.0000,0.0000,0.1667,0.0000,0.0000,1.9722,0.0000,1.1725,0.0000,5.9147,0.0000,2173.1712,2793.1100,2.0777,1.1081
fixed_k8,technical_explanation,6,0.0000,0.0000,0.0667,4.8333,1.3333,4.6667,5.0000,5.0000,5.0000,4.5000,5.0000,1.0000,4.6667,5.0000,4.6667,4.0000,4.1667,4.3333,1.0000,4.1667,4.8333,4.5000,4.6667,1.3333,0.8333,8.0000,4.6667,5.0000,5.0000,5.0000,5.0000,4.8333,5.0000,12.2279,1.0000,18.5450,8.0000,71.5496,1.8333,50767.0000,47168.5000,30.5000,37.3333,0.0000,0.0000,0.0239,0.1667,0.3333,0.2108,0.0000,0.0000,0.0000,0.3416,0.0000,0.0000,0.3333,0.0000,0.2108,0.5164,0.5426,0.4216,0.0000,0.5426,0.1667,0.3416,0.2108,0.2108,0.1667,0.0000,0.2108,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,3.0134,0.0000,1.1001,0.0000,11.2005,0.1667,1549.5158,1925.9302,1.9791,0.9545
fixed_k8,travel_dining,6,0.0000,0.0000,0.0708,4.5000,1.5000,4.1667,4.8333,4.5000,4.5000,4.1667,5.0000,1.0000,3.5000,5.0000,4.8333,3.1667,3.3333,4.1667,1.6667,3.1667,3.6667,3.8333,3.8333,1.1667,1.0000,8.0000,4.1667,4.3333,5.0000,4.3333,4.3333,4.8333,5.0000,18.2539,1.0000,17.5839,8.0000,94.1693,2.0000,48131.1667,44071.0000,32.5000,37.0000,0.0000,0.0000,0.0332,0.3416,0.5000,0.4014,0.1667,0.2236,0.3416,0.3073,0.0000,0.0000,0.6708,0.0000,0.1667,0.4014,0.4216,0.3073,0.4944,0.5426,0.6146,0.3073,0.4773,0.1667,0.0000,0.0000,0.4014,0.4944,0.0000,0.2108,0.2108,0.1667,0.0000,2.5301,0.0000,1.8491,0.0000,7.5044,0.0000,2337.7192,1148.8756,1.4776,1.2649
